,schedule_season,schedule_week,schedule_playoff,full_result,spread_favorite,stadium_neutral,weather_temperature,weather_wind_mph,home_favorite,away_favorite,weather_detail_Dome,weather_detail_Rain,weather_detail_Snow,weather_detail_Sunny
2136,2018,1,0,1,1.0,0,81.0,8.0,1.0,0.0,0,1,0,0
2137,2018,1,0,0,2.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2138,2018,1,0,1,7.5,0,61.0,12.0,1.0,0.0,0,1,0,0
2139,2018,1,0,1,2.5,0,81.0,9.0,1.0,0.0,0,1,0,0
2140,2018,1,0,0,3.5,0,58.0,11.0,0.0,1.0,0,1,0,0
2141,2018,1,0,1,3.0,0,84.0,5.0,1.0,0.0,0,0,0,1
2142,2018,1,0,1,6.5,0,62.0,10.0,1.0,0.0,0,0,0,1
2143,2018,1,0,0,1.0,0,72.0,0.0,0.0,1.0,1,0,0,0
2144,2018,1,0,0,3.5,0,84.0,8.0,1.0,0.0,0,0,0,1
2145,2018,1,0,1,1.0,0,89.0,7.0,0.0,1.0,0,1,0,0
2146,2018,1,0,1,6.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2147,2018,1,0,1,6.0,0,62.0,10.0,1.0,0.0,0,0,0,1
2148,2018,1,0,0,10.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2149,2018,1,0,0,2.5,0,59.0,7.0,0.0,1.0,0,1,0,0
2150,2018,1,0,0,7.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2151,2018,1,0,0,6.5,0,69.0,10.0,0.0,1.0,0,0,0,1
2152,2018,2,0,1,1.0,0,82.0,3.0,1.0,0.0,0,0,0,1
2153,2018,2,0,1,5.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2154,2018,2,0,0,7.5,0,83.0,6.0,0.0,1.0,0,0,0,1
2155,2018,2,0,1,3.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2156,2018,2,0,1,5.5,0,92.0,4.0,1.0,0.0,0,0,0,1
2157,2018,2,0,0,2.0,0,80.0,5.0,0.0,1.0,0,0,0,1
2158,2018,2,0,1,2.0,0,97.0,15.0,0.0,1.0,0,1,0,0
2159,2018,2,0,1,13.5,0,86.0,2.0,1.0,0.0,0,0,0,1
2160,2018,2,0,1,10.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2161,2018,2,0,0,3.0,0,80.0,4.0,1.0,0.0,0,0,0,1
2162,2018,2,0,0,4.5,0,80.0,10.0,1.0,0.0,0,0,0,1
2163,2018,2,0,1,6.0,0,73.0,12.0,1.0,0.0,0,0,0,1
2164,2018,2,0,1,3.0,0,91.0,9.0,0.0,1.0,0,0,0,1
2165,2018,2,0,1,3.5,0,81.0,12.0,0.0,1.0,0,0,0,1
2166,2018,2,0,0,6.0,0,71.0,5.0,1.0,0.0,0,0,0,1
2167,2018,2,0,1,4.5,0,79.0,2.0,1.0,0.0,0,0,0,1
2168,2018,3,0,1,3.0,0,83.0,11.0,1.0,0.0,0,0,0,1
2169,2018,3,0,0,5.5,0,72.0,0.0,0.0,1.0,1,0,0,0
2170,2018,3,0,0,1.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2171,2018,3,0,1,5.5,0,61.0,5.0,1.0,0.0,0,1,0,0
2172,2018,3,0,1,2.5,0,80.0,3.0,1.0,0.0,0,0,0,1
2173,2018,3,0,1,7.0,0,72.0,0.0,0.0,1.0,1,0,0,0
2174,2018,3,0,0,6.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2175,2018,3,0,0,10.0,0,89.0,10.0,1.0,0.0,0,0,0,1
2176,2018,3,0,1,5.5,0,70.0,4.0,1.0,0.0,0,0,0,1
2177,2018,3,0,1,7.5,0,80.0,5.0,1.0,0.0,0,0,0,1
2178,2018,3,0,1,3.0,0,90.0,7.0,1.0,0.0,0,0,0,1
2179,2018,3,0,0,16.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2180,2018,3,0,1,6.5,0,61.0,5.0,1.0,0.0,0,1,0,0
2181,2018,3,0,1,1.0,0,61.0,4.0,1.0,0.0,0,0,0,1
2182,2018,3,0,1,2.5,0,62.0,6.0,0.0,1.0,0,1,0,0
2183,2018,3,0,0,1.0,0,77.0,5.0,0.0,1.0,0,0,0,1
2184,2018,4,0,1,7.5,0,75.0,3.0,1.0,0.0,0,0,0,1
2185,2018,4,0,0,3.5,0,72.0,0.0,0.0,1.0,1,0,0,0
2186,2018,4,0,0,3.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2187,2018,4,0,1,3.0,0,66.0,5.0,1.0,0.0,0,0,0,1
2188,2018,4,0,1,2.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2189,2018,4,0,1,8.5,0,49.0,9.0,1.0,0.0,0,0,0,1
2190,2018,4,0,0,1.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2191,2018,4,0,1,7.5,0,86.0,10.0,1.0,0.0,0,0,0,1
2192,2018,4,0,1,10.5,0,78.0,9.0,1.0,0.0,0,0,0,1
2193,2018,4,0,1,6.5,0,65.0,6.0,1.0,0.0,0,0,0,1
2194,2018,4,0,0,3.5,0,71.0,7.0,0.0,1.0,0,0,0,1
2195,2018,4,0,1,2.5,0,71.0,8.0,1.0,0.0,0,0,0,1
2196,2018,4,0,0,3.0,0,69.0,2.0,1.0,0.0,0,0,0,1
2197,2018,4,0,1,3.0,0,80.0,4.0,0.0,1.0,0,0,0,1
2198,2018,4,0,0,3.5,0,65.0,5.0,0.0,1.0,0,0,0,1
2199,2018,5,0,1,10.5,0,66.0,6.0,1.0,0.0,0,0,0,1
2200,2018,5,0,1,6.0,0,62.0,8.0,0.0,1.0,0,0,0,1
2201,2018,5,0,1,7.0,0,80.0,3.0,1.0,0.0,0,0,0,1
2202,2018,5,0,1,6.5,0,87.0,4.0,1.0,0.0,0,0,0,1
2203,2018,5,0,1,3.0,0,72.0,5.0,0.0,1.0,0,0,0,1
2204,2018,5,0,1,1.0,0,72.0,0.0,0.0,1.0,1,0,0,0
2205,2018,5,0,1,3.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2206,2018,5,0,1,3.0,0,58.0,5.0,1.0,0.0,0,1,0,0
2207,2018,5,0,1,5.0,0,75.0,10.0,1.0,0.0,0,0,0,1
2208,2018,5,0,1,1.0,0,77.0,7.0,1.0,0.0,0,0,0,1
2209,2018,5,0,0,3.5,0,79.0,6.0,1.0,0.0,0,0,0,1
2210,2018,5,0,1,3.5,0,83.0,5.0,1.0,0.0,0,0,0,1
2211,2018,5,0,0,3.0,0,79.0,15.0,1.0,0.0,0,0,0,1
2212,2018,5,0,0,7.5,0,53.0,5.0,0.0,1.0,0,0,0,1
2213,2018,5,0,1,5.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2214,2018,6,0,0,1.5,0,70.0,3.0,0.0,1.0,0,1,0,0
2215,2018,6,0,1,3.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2216,2018,6,0,0,1.5,0,51.0,6.0,1.0,0.0,0,0,0,1
2217,2018,6,0,0,1.0,0,57.0,12.0,1.0,0.0,0,0,0,1
2218,2018,6,0,1,3.0,0,72.0,0.0,0.0,1.0,1,0,0,0
2219,2018,6,0,0,7.0,0,25.0,6.0,0.0,1.0,0,0,0,1
2220,2018,6,0,1,10.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2221,2018,6,0,1,7.5,0,89.0,8.0,0.0,1.0,0,0,0,1
2222,2018,6,0,1,10.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2223,2018,6,0,1,3.5,0,45.0,0.0,1.0,0.0,0,0,0,1
2224,2018,6,0,1,2.5,0,60.0,7.0,1.0,0.0,0,0,0,1
2225,2018,6,0,0,3.0,1,50.0,12.0,0.0,1.0,0,1,0,0
2226,2018,6,0,0,2.5,0,66.0,4.0,0.0,1.0,0,0,0,1
2227,2018,6,0,1,1.0,0,52.0,0.0,0.0,1.0,0,0,0,1
2228,2018,6,0,1,9.0,0,37.0,5.0,1.0,0.0,0,0,0,1
2229,2018,7,0,0,1.0,0,72.0,0.0,0.0,1.0,1,0,0,0
2230,2018,7,0,0,2.5,0,54.0,15.0,1.0,0.0,0,0,0,1
2231,2018,7,0,0,1.0,0,44.0,9.0,0.0,1.0,0,0,0,1
2232,2018,7,0,1,7.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2233,2018,7,0,0,3.5,0,68.0,15.0,1.0,0.0,0,0,0,1
2234,2018,7,0,1,6.5,0,59.0,10.0,1.0,0.0,0,0,0,1
2235,2018,7,0,1,6.5,1,66.0,6.0,1.0,0.0,0,0,0,1
2236,2018,7,0,0,3.0,0,89.0,8.0,0.0,1.0,0,0,0,1
2237,2018,7,0,0,3.5,0,46.0,16.0,0.0,1.0,0,0,0,1
2238,2018,7,0,0,5.0,0,49.0,19.0,1.0,0.0,0,0,0,1
2239,2018,7,0,0,8.0,0,62.0,5.0,0.0,1.0,0,0,0,1
2240,2018,7,0,1,3.5,0,79.0,7.0,1.0,0.0,0,0,0,1
2241,2018,7,0,1,1.0,0,52.0,12.0,0.0,1.0,0,0,0,1
2242,2018,7,0,1,4.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2243,2018,8,0,1,7.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2244,2018,8,0,1,2.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2245,2018,8,0,1,2.5,0,61.0,10.0,0.0,1.0,0,0,0,1
2246,2018,8,0,1,8.5,0,48.0,18.0,1.0,0.0,0,0,0,1
2247,2018,8,0,1,3.5,0,55.0,7.0,1.0,0.0,0,0,0,1
2248,2018,8,0,0,3.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2249,2018,8,0,0,3.5,1,48.0,12.0,0.0,1.0,0,0,0,1
2250,2018,8,0,1,8.5,0,56.0,12.0,1.0,0.0,0,0,0,1
2251,2018,8,0,1,7.5,0,82.0,1.0,1.0,0.0,0,0,0,1
2252,2018,8,0,0,2.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2253,2018,8,0,0,1.0,0,51.0,11.0,0.0,1.0,0,0,0,1
2254,2018,8,0,0,3.5,0,69.0,8.0,0.0,1.0,0,0,0,1
2255,2018,8,0,1,8.5,0,47.0,11.0,1.0,0.0,0,0,0,1
2256,2018,8,0,0,13.5,0,46.0,16.0,0.0,1.0,0,0,0,1
2257,2018,9,0,1,1.5,0,82.0,8.0,0.0,1.0,0,0,0,1
2258,2018,9,0,0,1.5,0,55.0,6.0,1.0,0.0,0,0,0,1
2259,2018,9,0,0,10.5,0,49.0,12.0,0.0,1.0,0,0,0,1
2260,2018,9,0,1,6.0,0,62.0,8.0,1.0,0.0,0,0,0,1
2261,2018,9,0,0,7.5,0,53.0,16.0,0.0,1.0,0,0,0,1
2262,2018,9,0,0,1.0,0,53.0,3.0,1.0,0.0,0,0,0,1
2263,2018,9,0,1,3.0,0,87.0,16.0,1.0,0.0,0,0,0,1
2264,2018,9,0,1,4.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2265,2018,9,0,1,5.0,0,40.0,2.0,1.0,0.0,0,0,0,1
2266,2018,9,0,1,1.5,0,72.0,0.0,0.0,1.0,1,0,0,0
2267,2018,9,0,0,1.0,0,56.0,4.0,1.0,0.0,0,1,0,0
2268,2018,9,0,0,1.5,0,55.0,5.0,1.0,0.0,0,0,0,1
2269,2018,9,0,0,4.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2270,2018,10,0,1,3.5,0,40.0,4.0,1.0,0.0,0,0,0,1
2271,2018,10,0,1,7.5,0,37.0,12.0,1.0,0.0,0,0,0,1
2272,2018,10,0,0,6.0,0,39.0,6.0,0.0,1.0,0,0,0,1
2273,2018,10,0,1,5.5,0,36.0,9.0,0.0,1.0,0,0,0,1
2274,2018,10,0,1,11.0,0,33.0,6.0,1.0,0.0,0,0,0,1
2275,2018,10,0,1,3.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2276,2018,10,0,1,16.5,0,43.0,5.0,1.0,0.0,0,0,0,1
2277,2018,10,0,1,10.0,0,75.0,1.0,1.0,0.0,0,0,0,1
2278,2018,10,0,0,7.0,0,46.0,10.0,1.0,0.0,0,0,0,1
2279,2018,10,0,0,10.5,0,69.0,16.0,0.0,1.0,0,0,0,1
2280,2018,10,0,0,7.5,0,38.0,5.0,1.0,0.0,0,0,0,1
2281,2018,10,0,0,3.5,0,82.0,3.0,1.0,0.0,0,0,0,1
2282,2018,10,0,1,6.5,0,46.0,4.0,0.0,1.0,0,0,0,1
2283,2018,10,0,0,3.0,0,62.0,0.0,1.0,0.0,0,0,0,1
2284,2018,11,0,1,3.0,0,54.0,6.0,1.0,0.0,0,0,0,1
2285,2018,11,0,0,4.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2286,2018,11,0,0,3.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2287,2018,11,0,1,6.5,0,48.0,8.0,1.0,0.0,0,0,0,1
2288,2018,11,0,1,2.5,0,33.0,6.0,1.0,0.0,0,0,0,1
2289,2018,11,0,1,4.0,0,72.0,0.0,0.0,1.0,1,0,0,0
2290,2018,11,0,1,1.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2291,2018,11,0,0,4.0,0,73.0,8.0,0.0,1.0,0,0,0,1
2292,2018,11,0,0,7.5,0,69.0,4.0,1.0,0.0,0,0,0,1
2293,2018,11,0,1,7.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2294,2018,11,0,1,3.0,0,42.0,1.0,1.0,0.0,0,0,0,1
2295,2018,11,0,0,3.0,0,48.0,6.0,0.0,1.0,0,0,0,1
2296,2018,11,0,1,3.0,0,69.0,1.0,1.0,0.0,0,0,0,1
2297,2018,12,0,1,7.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2298,2018,12,0,0,3.0,0,72.0,0.0,0.0,1.0,1,0,0,0
2299,2018,12,0,1,11.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2300,2018,12,0,1,13.0,0,60.0,7.0,1.0,0.0,0,0,0,1
2301,2018,12,0,1,3.0,0,44.0,12.0,0.0,1.0,0,0,0,1
2302,2018,12,0,0,3.0,0,57.0,1.0,1.0,0.0,0,0,0,1
2303,2018,12,0,0,1.0,0,44.0,4.0,0.0,1.0,0,0,0,1
2304,2018,12,0,1,3.0,0,41.0,7.0,0.0,1.0,0,0,0,1
2305,2018,12,0,1,9.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2306,2018,12,0,1,14.0,0,74.0,3.0,1.0,0.0,0,0,0,1
2307,2018,12,0,1,3.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2308,2018,12,0,0,13.0,0,54.0,8.0,0.0,1.0,0,0,0,1
2309,2018,12,0,1,4.5,0,56.0,10.0,1.0,0.0,0,0,0,1
2310,2018,12,0,1,1.5,0,77.0,7.0,1.0,0.0,0,0,0,1
2311,2018,12,0,1,3.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2312,2018,13,0,1,7.5,0,72.0,0.0,0.0,1.0,1,0,0,0
2313,2018,13,0,0,2.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2314,2018,13,0,0,4.0,0,63.0,12.0,0.0,1.0,0,0,0,1
2315,2018,13,0,0,10.5,0,72.0,0.0,0.0,1.0,1,0,0,0
2316,2018,13,0,0,13.5,0,34.0,20.0,1.0,0.0,0,1,0,0
2317,2018,13,0,1,5.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2318,2018,13,0,1,4.0,0,78.0,13.0,0.0,1.0,0,1,0,0
2319,2018,13,0,1,3.5,0,86.0,15.0,1.0,0.0,0,0,0,1
2320,2018,13,0,1,6.0,0,53.0,6.0,1.0,0.0,0,0,0,1
2321,2018,13,0,1,4.0,0,52.0,3.0,0.0,1.0,0,0,0,1
2322,2018,13,0,0,14.0,0,57.0,6.0,0.0,1.0,0,0,0,1
2323,2018,13,0,0,3.0,0,57.0,8.0,1.0,0.0,0,0,0,1
2324,2018,13,0,1,10.0,0,45.0,2.0,1.0,0.0,0,0,0,1
2325,2018,13,0,1,3.5,0,81.0,15.0,0.0,1.0,0,0,0,1
2326,2018,13,0,1,10.5,0,70.0,13.0,1.0,0.0,0,0,0,1
2327,2018,13,0,1,5.5,0,36.0,15.0,1.0,0.0,0,0,0,1
2328,2018,14,0,1,5.5,0,44.0,5.0,1.0,0.0,0,0,0,1
2329,2018,14,0,0,2.5,0,72.0,0.0,0.0,1.0,1,0,0,0
2330,2018,14,0,0,4.5,0,31.0,12.0,1.0,0.0,0,0,0,1
2331,2018,14,0,1,3.0,0,29.0,4.0,0.0,1.0,0,0,0,1
2332,2018,14,0,1,1.0,0,28.0,4.0,0.0,1.0,0,0,0,1
2333,2018,14,0,1,3.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2334,2018,14,0,1,4.0,0,25.0,10.0,1.0,0.0,0,0,0,1
2335,2018,14,0,0,4.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2336,2018,14,0,1,6.5,0,27.0,0.0,1.0,0.0,0,0,0,1
2337,2018,14,0,1,17.0,0,70.0,1.0,1.0,0.0,0,0,0,1
2338,2018,14,0,1,9.5,0,82.0,13.0,0.0,1.0,0,0,0,1
2339,2018,14,0,1,10.5,0,55.0,8.0,0.0,1.0,0,0,0,1
2340,2018,14,0,1,3.0,0,54.0,3.0,0.0,1.0,0,0,0,1
2341,2018,14,0,0,10.0,0,71.0,7.0,0.0,1.0,0,1,0,0
2342,2018,14,0,0,3.0,0,33.0,6.0,0.0,1.0,0,0,0,1
2343,2018,14,0,1,3.0,0,48.0,9.0,1.0,0.0,0,0,0,1
2344,2018,15,0,0,3.5,0,39.0,5.0,1.0,0.0,0,1,0,0
2345,2018,15,0,0,1.0,0,46.0,0.0,1.0,0.0,0,0,0,1
2346,2018,15,0,0,7.0,0,51.0,8.0,0.0,1.0,0,1,0,0
2347,2018,15,0,1,10.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2348,2018,15,0,1,8.5,0,43.0,10.0,1.0,0.0,0,1,0,0
2349,2018,15,0,1,2.5,0,39.0,7.0,1.0,0.0,0,1,0,0
2350,2018,15,0,1,5.5,0,45.0,10.0,1.0,0.0,0,0,0,1
2351,2018,15,0,1,3.0,0,43.0,2.0,1.0,0.0,0,0,0,1
2352,2018,15,0,1,3.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2353,2018,15,0,0,7.5,0,64.0,12.0,1.0,0.0,0,0,0,1
2354,2018,15,0,0,13.5,0,60.0,5.0,1.0,0.0,0,0,0,1
2355,2018,15,0,1,7.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2356,2018,15,0,0,2.5,0,40.0,6.0,0.0,1.0,0,1,0,0
2357,2018,15,0,1,2.5,0,42.0,5.0,0.0,1.0,0,0,0,1
2358,2018,15,0,1,3.5,0,61.0,11.0,0.0,1.0,0,0,0,1
2359,2018,15,0,0,6.0,0,48.0,3.0,0.0,1.0,0,0,0,1
2360,2018,16,0,0,4.0,0,60.0,5.0,1.0,0.0,0,0,0,1
2361,2018,16,0,1,11.5,0,51.0,9.0,1.0,0.0,0,0,0,1
2362,2018,16,0,0,14.5,0,72.0,0.0,0.0,1.0,1,0,0,0
2363,2018,16,0,0,3.0,0,52.0,7.0,0.0,1.0,0,0,0,1
2364,2018,16,0,1,10.0,0,37.0,9.0,1.0,0.0,0,0,0,1
2365,2018,16,0,1,7.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2366,2018,16,0,0,6.5,0,72.0,0.0,0.0,1.0,1,0,0,0
2367,2018,16,0,1,10.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2368,2018,16,0,0,3.0,0,73.0,9.0,1.0,0.0,0,0,0,1
2369,2018,16,0,1,13.5,0,40.0,12.0,1.0,0.0,0,0,0,1
2370,2018,16,0,1,6.5,0,72.0,0.0,1.0,0.0,1,0,0,0
2371,2018,16,0,0,3.0,0,43.0,8.0,0.0,1.0,0,0,0,1
2372,2018,16,0,1,1.0,0,44.0,5.0,1.0,0.0,0,0,0,1
2373,2018,16,0,0,4.0,0,50.0,5.0,0.0,1.0,0,0,0,1
2374,2018,16,0,1,1.0,0,43.0,8.0,0.0,1.0,0,0,0,1
2375,2018,16,0,1,2.5,0,58.0,14.0,0.0,1.0,0,1,0,0
2376,2018,17,0,1,7.0,0,48.0,2.0,1.0,0.0,0,0,0,1
2377,2018,17,0,1,5.5,0,33.0,9.0,1.0,0.0,0,0,0,1
2378,2018,17,0,0,7.0,0,51.0,6.0,0.0,1.0,0,0,0,1
2379,2018,17,0,0,7.5,0,26.0,15.0,1.0,0.0,0,0,0,1
2380,2018,17,0,1,7.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2381,2018,17,0,1,14.5,0,45.0,15.0,1.0,0.0,0,0,0,1
2382,2018,17,0,1,10.5,0,65.0,3.0,1.0,0.0,0,0,0,1
2383,2018,17,0,0,6.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2384,2018,17,0,1,14.5,0,33.0,2.0,1.0,0.0,0,0,0,1
2385,2018,17,0,0,8.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2386,2018,17,0,0,7.5,0,37.0,2.0,1.0,0.0,0,0,0,1
2387,2018,17,0,1,14.0,0,42.0,9.0,1.0,0.0,0,0,0,1
2388,2018,17,0,1,14.0,0,45.0,5.0,1.0,0.0,0,0,0,1
2389,2018,17,0,0,2.5,0,80.0,5.0,0.0,1.0,0,0,0,1
2390,2018,17,0,0,5.5,0,53.0,4.0,0.0,1.0,0,0,0,1
2391,2018,17,0,0,6.0,0,46.0,3.0,0.0,1.0,0,0,0,1
2392,2018,18,1,0,1.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2393,2018,18,1,1,2.0,0,72.0,0.0,1.0,0.0,1,0,0,0
2394,2018,18,1,0,6.0,0,37.0,11.0,1.0,0.0,0,0,0,1
2395,2018,18,1,0,3.0,0,43.0,12.0,1.0,0.0,0,0,0,1
2396,2018,19,1,1,4.5,0,34.0,9.0,0.0,0.0,0,0,0,1
2397,2018,19,1,1,7.0,0,60.0,0.0,1.0,0.0,0,0,0,1
2398,2018,19,1,1,4.0,0,30.0,2.0,1.0,0.0,0,0,0,1
2399,2018,19,1,1,8.5,0,48.0,6.0,1.0,0.0,1,0,0,0
2400,2018,20,1,0,3.0,0,53.0,6.0,1.0,0.0,1,0,0,0
2401,2018,20,1,0,3.0,0,24.0,9.0,0.0,0.0,0,0,0,1
2402,2018,21,1,0,2.5,1,65.0,1.0,0.0,1.0,1,0,0,0
